Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),No_Of_Reviews,Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),RAM(GB),Display_Size(Inches),Laptop_Weight(Pounds),Laptop_Dimensions,image_src
Lenovo,"Legion Slim 5 16"" Gaming Laptop WQXGA - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB - 512GB SSD",82Y9000PUS,AMD,AMD Ryzen 7 7000 Series,SSD,Windows 11 Home,2560 x 1600,4.6,8.3,(310 Reviews),438.99,No,2024-12-05 04:31:45,https://www.bestbuy.com/site/lenovo-legion-slim-5-16-gaming-laptop-wqxga-ryzen-7-7840hs-with-16gb-memory-nvidia-geforce-rtx-4060-8gb-512gb-ssd-storm-grey/6534470.p?skuId=6534470,BestBuy,512,16,16.0,5.29,0.99 x 14.16 x 10.25 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6534/6534470_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,GSRF Surface Laptop Studio – 14.4” Touch Screen – Intel Core i5 -16GB Memory – 256GB SSD,GSRF THR-00001,Intel,Intel 11th Generation Core i5,SSD,Windows 11 Home,2400 x 1600,3.0,19.0,(9 Reviews),599.99,No,2024-12-05 04:31:52,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-studio-14-4-touch-screen-intel-core-i5-16gb-memory-256gb-ssd-platinum/6561441.p?skuId=6561441,BestBuy,256,16,14.4,3.83,0.74 x 12.72 x 8.98 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6478/6478305cv11d.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,GSRF Surface Laptop 5 – 13.5” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD,GSRF RBG-00026,Intel,Intel 12th Generation Core i7 Evo Platform,SSD,Windows 11 Home,2256 x 1504,,18.0,Be the first to write a review,1079.99,No,2024-12-05 04:31:58,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-5-13-5-touch-screen-intel-evo-platform-core-i7-16gb-memory-512gb-ssd-black/6561567.p?skuId=6561567,BestBuy,512,16,13.5,2.87,0.57 x 12.1 x 8.8 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6517/6517656_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Lenovo IdeaPad 1 14IAU7 14"" Laptop Intel Core i3-1215U 8GB Ram 256GB SSD W11H in S Mode - Refurbished",82QC004BUS,Intel,Intel 12th Generation Core i3,SSD,Windows 11 Home in S Mode,1920 x 1080 (Full HD),4.0,10.0,(2 Reviews),249.99,No,2024-12-05 04:32:03,https://www.bestbuy.com/site/lenovo-ideapad-1-14iau7-14-laptop-intel-core-i3-1215u-8gb-ram-256gb-ssd-w11h-in-s-mode-refurbished-cloud-grey/6567265.p?skuId=6567265,BestBuy,256,8,14.0,3.02,0.7 x 12.8 x 8.52 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6eba67d2-2417-4d4f-be43-ab62f6b289b0.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Slim 7i 14"" 14IAP7 2.8K Touchscreen Laptop Intel Core i7-1260P 16GB Ram 1TB SSD W11H - Pre-Owned",82SX0002US,Intel,Intel 12th Generation Core i7,SSD,Windows 11 Home,2880 x 1800,4.1,,(21 Reviews),599.99,No,2024-12-05 04:32:09,https://www.bestbuy.com/site/lenovo-slim-7i-14-14iap7-2-8k-touchscreen-laptop-intel-core-i7-1260p-16gb-ram-1tb-ssd-w11h-pre-owned-gray/6527749.p?skuId=6527749,BestBuy,1000,16,14.0,3.13,0.57 x 8.72 x 12.29 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/57741ea3-15ae-44b8-a9c2-76af18b65323.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"GSRF Macbook® - 12"" Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage",GSRF MNYN2LL/A,Intel,Intel 7th Generation Core i5,SSD,Mac OS,2304 x 1440,5.0,10.0,(2 Reviews),499.99,No,2024-12-05 04:32:16,https://www.bestbuy.com/site/apple-gsrf-macbook-12-display-intel-core-i5-8gb-memory-512gb-flash-storage-rose-gold/6530223.p?skuId=6530223,BestBuy,512,8,12.0,2.03,0.14 x 11.04 x 7.74 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6530/6530223_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Lenovo IdeaPad 3 15IAU7 15.6"" Touch Laptop Intel Core i5-1235U 8GB Ram 256GB SSD W11H - Refurbished",82RK00BEUS,Intel,Intel 12th Generation Core i5,SSD,Windows 11 Home,1920 x 1080 (Full HD),,10.0,Be the first to write a review,299.99,No,2024-12-05 04:32:23,https://www.bestbuy.com/site/lenovo-ideapad-3-15iau7-15-6-touch-laptop-intel-core-i5-1235u-8gb-ram-256gb-ssd-w11h-refurbished-arctic-grey/6567260.p?skuId=6567260,BestBuy,256,8,15.6,3.59,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/badcf0d8-f16a-43ab-b18a-5ac6c286dec7.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"Geek Squad Certified Refurbished MacBook Pro®  - 13"" Display - Intel Core i5 - 8 GB Memory - 512GB Flash Storage",GSRF MPXW2LL/A,Intel,Intel 7th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),3.9,,(16 Reviews),409.99,No,2024-12-05 04:32:33,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-intel-core-i5-8-gb-memory-512gb-flash-storage/6530214.p?skuId=6530214,BestBuy,512,8,13.3,3.02,0.59 x 11.97 x 8.36 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6530/6530214_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"Geek Squad Certified Refurbished MacBook Pro® - 13"" Display - Intel Core i5 - 8 GB Memory - 128GB Flash Storage",GSRF MPXR2LL/A,Intel,Intel 7th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),3.4,10.0,(60 Reviews),1499.99,No,2024-12-05 04:32:40,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-intel-core-i5-8-gb-memory-128gb-flash-storage-silver/6534818.p?skuId=6534818,BestBuy,128,8,13.3,3.02,0.59 x 11.97 x 8.36 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6534/6534818_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i7 - 16GB Memory - 512GB SSD",GSRF 13687690,Intel,Intel 8th Generation Core i7,SSD,Mac OS,2560 x 1600 (Retina),,10.0,Be the first to write a review,1199.99,No,2024-12-05 04:32:47,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-with-touch-bar-intel-core-i7-16gb-memory-512gb-ssd-silver/6544287.p?skuId=6544287,BestBuy,512,16,13.3,3.02,0.6 x 12 x 8.4 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6544/6544287_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"Geek Squad Certified Refurbished MacBook Air  Intel Core i5 Processor 13.3"" Display 4GB Memory 128GB Flash Storage",TI-GSRF MC965LL/A,Intel,Intel 5th Generation Core i5,UFS,Mac OS,1440 x 900 (WXGA+),,,Be the first to write a review,1999.99,No,2024-12-05 04:32:53,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-intel-core-i5-processor-13-3-display-4gb-memory-128gb-flash-storage-silver/6556911.p?skuId=6556911,BestBuy,128,4,13.3,3.0,0.7 x 12.8 x 8.9 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6556/6556911cv11a.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"Geek Squad Certified Refurbished MacBook Air 11.6"" Laptop - Intel Core i5 - 4GB Memory - 256GB Flash Storage",GSRF MJVP2LL/A,Intel,Intel 5th Generation Core i5,SSD,Mac OS,1366 x 768 (HD),,,Be the first to write a review,989.99,No,2024-12-05 04:33:01,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-11-6-laptop-intel-core-i5-4gb-memory-256gb-flash-storage-silver/6557141.p?skuId=6557141,BestBuy,256,4,11.6,2.38,0.68 x 4.1 x 16 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6557/6557141_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"GSRF MacBook Pro - 13"" Display - Intel Core i7 - 16GB Memory - 1TB SSD",GSRF MQ012LL/A,Intel,Intel 7th Generation Core i7,SSD,Mac OS,2560 x 1600 (Retina),,10.0,Be the first to write a review,2609.99,No,2024-12-05 04:33:07,https://www.bestbuy.com/site/apple-gsrf-macbook-pro-13-display-intel-core-i7-16gb-memory-1tb-ssd-silver/6561397.p?skuId=6561397,BestBuy,1000,16,13.3,3.02,0.59 x 11.97 x 8.36 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6561/6561397_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,GSRF Surface Laptop 4 - 13.5” Touch-Screen – Intel Core i5 - 16GB Memory - 512GB Solid State Drive,GSRF 5AI-00001,Intel,Intel 11th Generation Core i5,SSD,Windows 10 Home,2256 x 1504,,17.5,Be the first to write a review,1199.99,No,2024-12-05 04:33:14,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-4-13-5-touch-screen-intel-core-i5-16gb-memory-512gb-solid-state-drive-black-metal/6561429.p?skuId=6561429,BestBuy,512,16,13.5,2.84,0.57 x 12.1 x 8.8 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6561/6561429_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Intel Core i5 with 8GB Memory - 256GB SDD",GSRF ME662LL/A,Intel,Intel 4th Generation Core i5,SSD,Mac OS,2560 x 1600,,,Be the first to write a review,1304.99,No,2024-12-05 04:33:20,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-3-laptop-intel-core-i5-with-8gb-memory-256gb-sdd-silver/6549344.p?skuId=6549344,BestBuy,256,8,13.3,3.57,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6549/6549344_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Lenovo Ip Slim 3 14M868 14"" Laptop ARM Kompanio 520 4GB RAM 64GB eMMC Chrome OS- Refurbished",82XJ002DUS,MediaTek,MediaTek Kompanio 500 Series,"eMMC, No storage included",Chrome OS,1920 x 1080 (Full HD),5.0,,(1 Review),229.99,No,2024-12-05 04:33:26,https://www.bestbuy.com/site/lenovo-ip-slim-3-14m868-14-laptop-arm-kompanio-520-4gb-ram-64gb-emmc-chrome-os-refurbished-blue/6598975.p?skuId=6598975,BestBuy,64,4,14.0,2.87,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/51b283b8-11eb-44c3-b760-4b3ee7a0ec23.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Refurbished Lenovo Thinkbook 14 G6 Irl 14"" Laptop Intel Core i7-1355U 16GB RAM 1TB SSD W11H",21KG006QUS,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Home,1920 x 1200 (Full HD+),,,Be the first to write a review,449.99,No,2024-12-05 04:33:33,https://www.bestbuy.com/site/refurbished-lenovo-thinkbook-14-g6-irl-14-laptop-intel-core-i7-1355u-16gb-ram-1tb-ssd-w11h-silver/6607666.p?skuId=6607666,BestBuy,1000,16,14.0,3.04,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/0ced6b99-6786-4369-bdb7-cdaac9d3223a.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Lenovo Ideapad 1 14Ijl7 14"" Laptop Core Celeron N5100 4GB RAM 512GB SSD W11H- Refurbished",82LVX001US,Intel,Intel Celeron,"SSD, No storage included",Windows 11 Home,1920 x 1080 (Full HD),,,Be the first to write a review,219.99,No,2024-12-05 04:33:38,https://www.bestbuy.com/site/lenovo-ideapad-1-14ijl7-14-laptop-core-celeron-n5100-4gb-ram-512gb-ssd-w11h-refurbished-cloud-grey/6598970.p?skuId=6598970,BestBuy,512,4,14.0,3.42,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4f3c7662-7654-4497-a7ca-10b41dc5242a.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,GSRF Surface Laptop 5 – 15” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD,GSRF RIP-00001,Intel,Intel 12th Generation Core i7 Evo Platform,SSD,Windows 11 Home,2496 x 1664,,17.0,Be the first to write a review,1039.99,No,2024-12-05 04:33:45,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-5-15-touch-screen-intel-evo-platform-core-i7-16gb-memory-512gb-ssd-platinum/6561422.p?skuId=6561422,BestBuy,512,16,15.0,3.44,0.58 x 13.4 x 9.6 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6517/6517636_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,GSRF Surface Laptop 5 – 13.5” Touch Screen – Intel Evo Platform Core i5 – 8GB Memory – 256GB SSD,GSRF QZI-00001,Intel,Intel 12th Generation Core i5 Evo Platform,SSD,Windows 11 Home,2256 x 1504,3.7,18.0,(3 Reviews),619.99,No,2024-12-05 04:33:51,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-5-13-5-touch-screen-intel-evo-platform-core-i5-8gb-memory-256gb-ssd-platinum/6561561.p?skuId=6561561,BestBuy,256,8,13.5,2.87,0.57 x 12.1 x 8.8 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6561/6561561_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Refurbished Lenovo ThinkPad P16s G1 16"" Laptop Intel i7-1260P 16GB 512GB SSD W11P",21BUX01600,Intel,Intel 12th Generation Core i7,SSD,Windows 11 Pro,1920 x 1200 (Full HD+),,,Be the first to write a review,529.99,No,2024-12-05 04:33:57,https://www.bestbuy.com/site/refurbished-lenovo-thinkpad-p16s-g1-16-laptop-intel-i7-1260p-16gb-512gb-ssd-w11p-black/6607657.p?skuId=6607657,BestBuy,512,16,16.0,3.97,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/13e8bfcc-e7f9-4aa3-82d5-4bd536900569.jpg;maxHeight=640;maxWidth=550;format=webp
ASUS,"ROG Zephyrus 14"" 165Hz Gaming Laptop QHD - AMD Ryzen 9 7940HS with 16GB Memory - NVIDIA GeForce RTX 4080 - 1TB SSD",GA402XZ-CS94,AMD,AMD Ryzen 9 7000 Series,SSD,Windows 11 Home,2560 x 1600,4.1,,(32 Reviews),2499.99,No,2024-12-05 04:34:03,https://www.bestbuy.com/site/asus-rog-zephyrus-14-165hz-gaming-laptop-qhd-amd-ryzen-9-7940hs-with-16gb-memory-nvidia-geforce-rtx-4080-1tb-ssd-white/6544089.p?skuId=6544089,BestBuy,1000,16,14.0,3.79,0.77 x 12.28 x 8.94 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/a214e9c6-697e-4380-89a3-aea087ad24b6.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"Geek Squad Certified Refurbished MacBook Air 13.3"" Laptop - Intel Core i5 with 4GB Memory - 128GB SSD",GSRF MD231LL/A,Intel,Intel 3rd Generation Core i5,SSD,Mac OS,1440 x 900 (WXGA+),,,Be the first to write a review,899.99,No,2024-12-05 04:34:09,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-laptop-intel-core-i5-with-4gb-memory-128gb-ssd-silver/6549435.p?skuId=6549435,BestBuy,128,4,13.3,2.96,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6549/6549435_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Refurbished Lenovo Thinkpad L13 G3 13.3"" Touch Laptop i5-1245U 16GB 512GB SSD W10P",21B3X005US,Intel,Intel 12th Generation Core i5,SSD,Windows 10 Pro,1920 x 1200 (Full HD+),,,Be the first to write a review,324.99,No,2024-12-05 04:34:15,https://www.bestbuy.com/site/refurbished-lenovo-thinkpad-l13-g3-13-3-touch-laptop-i5-1245u-16gb-512gb-ssd-w10p-gray/6607680.p?skuId=6607680,BestBuy,512,16,13.3,2.78,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/a1c4ba1d-a3e5-4b52-8b70-3808ea6b9064.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"Geek Squad Certified Refurbished MacBook Air® - 13.3"" Display - Intel Core i5 - 4GB Memory - 128GB Flash Storage",GSRF MD760LL/B,Intel,Intel 4th Generation Core i5,UFS,Mac OS,1440 x 900 (WXGA+),5.0,,(1 Review),179.99,No,2024-12-05 04:34:23,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-display-intel-core-i5-4gb-memory-128gb-flash-storage-silver/6548704.p?skuId=6548704,BestBuy,128,4,13.3,1.0,0.95 x 12.8 x 8.94 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6548/6548704_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Pre-Owned IdeaPad 5i 15.6"" Laptop Intel Core i7-1255U 12GB Ram 512GB SSD W11H",82SF0009US,Intel,Intel 12th Generation Core i7,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.5,,(28 Reviews),369.99,No,2024-12-05 04:34:29,https://www.bestbuy.com/site/lenovo-pre-owned-ideapad-5i-15-6-laptop-intel-core-i7-1255u-12gb-ram-512gb-ssd-w11h-blue/6527752.p?skuId=6527752,BestBuy,512,12,15.6,4.08,0.67 x 9.18 x 14.04 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/1c8114a1-ac16-4b9c-aac9-88a6b1c888e6.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,GSRF Surface Laptop 5 – 13.5” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD,GSRF RBG-00001,Intel,Intel 12th Generation Core i7 Evo Platform,SSD,Windows 11 Home,2256 x 1504,,18.0,Be the first to write a review,1099.99,No,2024-12-05 04:34:36,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-5-13-5-touch-screen-intel-evo-platform-core-i7-16gb-memory-512gb-ssd-platinum/6561393.p?skuId=6561393,BestBuy,512,16,13.5,2.87,0.57 x 12.1 x 8.8 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6561/6561393_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,"GSRF Surface Laptop Go - 12.4"" Touch-Screen - Intel 10th Generation Core i5 - 4GB Memory - 64GB eMMC",GSRF PG1-00001,Intel,Intel 10th Generation Core i5,eMMC,Windows 10 Pro,1536 x 1024,,13.0,Be the first to write a review,249.99,No,2024-12-05 04:34:42,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-go-12-4-touch-screen-intel-10th-generation-core-i5-4gb-memory-64gb-emmc-platinum/6561106.p?skuId=6561106,BestBuy,64,4,12.4,2.45,0.62 x 8.1 x 10.95 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/e6fc1fac-fd90-4e80-a63b-a001e3ff20f1.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,GSRF Surface Laptop 5 – 13.5” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD,GSRF RBG-00051,Intel,Intel 12th Generation Core i7 Evo Platform,SSD,Windows 11 Home,2256 x 1504,,18.0,Be the first to write a review,1099.99,No,2024-12-05 04:34:49,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-5-13-5-touch-screen-intel-evo-platform-core-i7-16gb-memory-512gb-ssd-sage/6561388.p?skuId=6561388,BestBuy,512,16,13.5,2.87,0.57 x 12.1 x 8.8 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6517/6517662_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"GSRF MacBook Pro - 15"" Display with Touch Bar - Intel Core i9 - 32GB Memory - AMD Radeon Pro Vega 20 - 1TB SSD",GSRF MUQH2LL/A,Intel,Intel 8th Generation Core i9,SSD,Mac OS,2880 x 1800 (Retina),,10.0,Be the first to write a review,3361.99,No,2024-12-05 04:34:55,https://www.bestbuy.com/site/apple-gsrf-macbook-pro-15-display-with-touch-bar-intel-core-i9-32gb-memory-amd-radeon-pro-vega-20-1tb-ssd-space-gray/6561401.p?skuId=6561401,BestBuy,1000,32,15.4,4.02,0.61 x 13.75 x 9.48 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6561/6561401_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Refurbished Lenovo ThinkPad X1 Carbon G9 14"" Laptop Intel Core i7-1185G7 16GB Ram 512GB SSD W10P",20XWX028US,Intel,Intel 11th Generation Core i7,SSD,Windows 10 Pro,3840 x 2400,,,Be the first to write a review,579.99,No,2024-12-05 04:35:02,https://www.bestbuy.com/site/refurbished-lenovo-thinkpad-x1-carbon-g9-14-laptop-intel-core-i7-1185g7-16gb-ram-512gb-ssd-w10p-black-weave/6607647.p?skuId=6607647,BestBuy,512,16,14.0,2.49,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/fc8acd13-69fd-4e1f-bad6-0836a02dc621.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"HP Elitebook 840 G7 Laptop, Intel i5-10310U 1.7GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished",HP.840G7.I5.10310U.16.256.W10P,Intel,Intel 10th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,319.99,No,2024-12-05 04:35:08,https://www.bestbuy.com/site/hp-elitebook-840-g7-laptop-intel-i5-10310u-1-7ghz-16gb-ram-256gb-ssd-windows-10-pro-64-refurbished-silver/6598983.p?skuId=6598983,BestBuy,256,16,14.0,4.71,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/27d7b215-59c0-43c0-aa00-1258c4196539.png;maxHeight=640;maxWidth=550;format=webp
HP,"HP Probook 640 G5 Laptop, Intel i5-8365U 1.6GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished",HP.640G5.I5.8365U.16.256.W10P,Intel,Intel 8th Generation Core i5,SSD,Windows 10 Pro,1366 x 768 (HD),,,Be the first to write a review,219.0,No,2024-12-05 04:35:14,https://www.bestbuy.com/site/hp-probook-640-g5-laptop-intel-i5-8365u-1-6ghz-16gb-ram-256gb-ssd-windows-10-pro-64-refurbished-gray/6598994.p?skuId=6598994,BestBuy,256,16,14.0,4.8,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/fb13b500-3144-42df-94ee-d9b38a4720fb.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,GSRF Surface Laptop 5 – 15” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD,GSRF RIP-00026,Intel,Intel 12th Generation Core i7 Evo Platform,SSD,Windows 11 Home,2496 x 1664,,17.0,Be the first to write a review,1059.99,No,2024-12-05 04:35:21,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-5-15-touch-screen-intel-evo-platform-core-i7-16gb-memory-512gb-ssd-black/6561569.p?skuId=6561569,BestBuy,512,16,15.0,3.44,0.58 x 13.4 x 9.6 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6517/6517647_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Samsung,"Geek Squad Certi Refurbis Galaxy Book Flex2 Alpha 13.3"" QLED Touch-Scrn Laptop - Intel Core i7 - 16GB Memory - 512GB SSD",GSRF NP730QDA-KA1US,Intel,Intel 11th Generation Core i7,SSD,Windows 11 Home,1920 x 1080 (Full HD),2.4,,(7 Reviews),898.99,No,2024-12-05 04:35:27,https://www.bestbuy.com/site/samsung-geek-squad-certi-refurbis-galaxy-book-flex2-alpha-13-3-qled-touch-scrn-laptop-intel-core-i7-16gb-memory-512gb-ssd-mystic-black/6508352.p?skuId=6508352,BestBuy,512,16,13.3,2.62,0.55 x 7.95 x 16.93 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6508/6508352_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Lenovo Ideapad 1 15Ijl7 15.6"" Laptop Pentium Silver N6000 4GB 128GB SSD W11H- Refurbished",82LX0050US,Intel,Intel Pentium,"eMMC, No storage included",Windows 11 Home in S Mode,1920 x 1080 (Full HD),4.6,,(121 Reviews),199.99,No,2024-12-05 04:35:33,https://www.bestbuy.com/site/lenovo-ideapad-1-15ijl7-15-6-laptop-pentium-silver-n6000-4gb-128gb-ssd-w11h-refurbished-blue/6527748.p?skuId=6527748,BestBuy,128,4,15.6,3.42,0.7 x 14.18 x 9.29 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/9fd961c0-5c76-476b-b55b-18eadd1b8e51.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Lenovo Slim 7 Prox 14Arh7 14.5"" Touch  Ryzen 9 6900Hs RTX 3050 32GB 1TB SSD W11H- Refurbished",82V20003US,AMD,AMD Ryzen 9 6000 Series,"SSD, No storage included",Windows 11 Home,3072 x 1920 (Retina),3.9,,(14 Reviews),949.99,No,2024-12-05 04:35:38,https://www.bestbuy.com/site/lenovo-slim-7-prox-14arh7-14-5-touch-ryzen-9-6900hs-rtx-3050-32gb-1tb-ssd-w11h-refurbished-onyx-grey/6527741.p?skuId=6527741,BestBuy,1000,32,14.5,3.2,0.63 x 12.92 x 8.72 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/181ff461-9495-48d7-8ae9-9bd13bf142c9.jpg;maxHeight=640;maxWidth=550;format=webp
ASUS,"VivoBook Flip 14 14"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 512GB Solid State Drive",TM420UADS52T,AMD,AMD Ryzen 5 5000 Series,SSD,Windows 10 Home,1920 x 1080 (Full HD),3.7,,(6 Reviews),729.99,No,2024-12-05 04:35:46,https://www.bestbuy.com/site/asus-vivobook-flip-14-14-touch-screen-laptop-amd-ryzen-5-8gb-memory-512gb-solid-state-drive-bespoke-black/6466919.p?skuId=6466919,BestBuy,512,8,14.0,3.31,0.72 x 12.8 x 8.66 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6466/6466919_sd.jpg;maxHeight=640;maxWidth=550;format=webp
