Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Storage_Capacity(GB),Operating_System,Display_Size(Inches),Display_Resolution,Extracted_Rating,Laptop_Dimensions,Stock,Time_Of_Extraction,URL,Source,Laptop_Weight(Pounds),RAM(GB),Battery_Life(Hours_Upto),Price,No_Of_Reviews
HP,15-fd0220TU,15-fd0220TU,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixels,4.3,14.09 x 9.53 x 0.78 inches,Yes,2024-11-04 16:59:22,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-15-fd0220tu-thin-light-laptop/p/itm7d9669a4325cb?pid=COMGYHP5ZWHSAGSJ&lid=LSTCOMGYHP5ZWHSAGSJXJUZHC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_23_551&otracker=browse&fm=organic&iid=f21be83d-0e5a-4dda-a884-107eb168e8e2.COMGYHP5ZWHSAGSJ.SEARCH&ppt=None&ppn=None&ssid=zr6v07c4kg0000001730660342440,Flipkart,,8,,658.79,13.0
ASUS,X1502ZA-EJ545WS,X1502ZA-EJ545WS,Intel,Core i5,SSD,2048,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,14.16 x 9.15 x 0.78 inches,Yes,2024-11-04 16:59:25,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1502za-ej545ws-thin-light-laptop/p/itm2b6308ea1ee21?pid=COMGR5QEDDTGGUBX&lid=LSTCOMGR5QEDDTGGUBXOVXZAO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_23_552&otracker=browse&fm=organic&iid=f21be83d-0e5a-4dda-a884-107eb168e8e2.COMGR5QEDDTGGUBX.SEARCH&ppt=None&ppn=None&ssid=zr6v07c4kg0000001730660342440,Flipkart,3.75,16,,563.88,5020.0
Lenovo,Legion 7,16IRX9,Intel,Core i9,SSD,2048,Windows 11 Home,16.0,3200 x 2000 Pixels,4.3,14.08 x 10.33 x 0.69 inches,Yes,2024-11-04 16:59:28,https://www.flipkart.com/lenovo-legion-7-intel-core-i9-14th-gen-14900hx-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-16irx9-gaming-laptop/p/itmf8361a6376af6?pid=COMGYSFGEHZJZNYQ&lid=LSTCOMGYSFGEHZJZNYQVFXMTM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_553&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGYSFGEHZJZNYQ.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,,32,,2516.28,3.0
HP,14s,14s-fq1030AU,AMD,Ryzen 5 Hexa Core,SSD,512,Windows 10 Home,14.0,1920 x 1080 Pixel,4.4,12.76 x 8.86 x 0.7 inches,Yes,2024-11-04 16:59:32,https://www.flipkart.com/hp-14s-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-14s-fq1030au-thin-light-laptop/p/itm9760b8956b2bd?pid=COMG24PXDNBHZCHG&lid=LSTCOMG24PXDNBHZCHG4PWEVC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_554&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMG24PXDNBHZCHG.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,,8,,563.88,797.0
WINGS,WL-Nuvobook V1-BLU,WL-Nuvobook V1-BLU,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1020 Pixel,4.1,14.09 x 9.37 x 0.72 inches,No,2024-11-04 16:59:36,https://www.flipkart.com/wings-nuvobook-v1-aluminium-alloy-metal-body-intel-core-i5-11th-gen-1155g7-8-gb-512-gb-ssd-windows-11-home-wl-nuvobook-v1-blu-thin-light-laptop/p/itm3e950f390a28b?pid=COMGQHYFHBVGAFNG&lid=LSTCOMGQHYFHBVGAFNGFHV5VP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_555&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGQHYFHBVGAFNG.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.53,8,10.0,419.88,2213.0
DELL,Inspiron 5430,IN5430YXVW9M01ORS1,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1080 pixel,3.6,,Yes,2024-11-04 16:59:39,https://www.flipkart.com/dell-inspiron-5430-intel-core-i5-13th-gen-8-gb-512-gb-ssd-windows-11-home-in5430yxvw9m01ors1-laptop/p/itm6efbb8570caef?pid=COMGQRCGGJD2TYXH&lid=LSTCOMGQRCGGJD2TYXHEJULRG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_556&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGQRCGGJD2TYXH.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,,8,8.0,658.68,13.0
ASUS,S3402ZA-KM501WS,S3402ZA-KM501WS,Intel,Core i5,SSD,512,Windows 11 Home,14.0,2880 x 1800 Pixels,4.4,12.46 x 8.84 x 0.74 inches,Yes,2024-11-04 16:59:43,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itm635eb6df61d1c?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_557&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdYFiRzmdzGSvClkIh9llNLXa-gR24cMj8STGHW9Vj_vYk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.31,16,,743.88,4489.0
ASUS,S3402ZA-LY522WS,S3402ZA-LY522WS,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1200 Pixel,4.3,,Yes,2024-11-04 16:59:46,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-s3402za-ly522ws-thin-light-laptop/p/itm3158ed9290840?pid=COMGNY4VWHZKRSHT&lid=LSTCOMGNY4VWHZKRSHTLHINGA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_558&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdYhPTmCKyxyETgeZXBpz8V99Wy-xiq_iFsaDu41TzXmfYQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.31,8,,755.88,2140.0
DELL,Inspiron 5630,IN5630P8YRR001ORS1,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1200 pixel,5.0,,Yes,2024-11-04 16:59:49,https://www.flipkart.com/dell-inspiron-16-5630-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-in5630p8yrr001ors1-laptop/p/itmb9691922dc434?pid=COMGQHZSTHPEV9NA&lid=LSTCOMGQHZSTHPEV9NAGXKDDO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_559&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGQHZSTHPEV9NA.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,,16,6.0,743.88,3.0
Infinix,ZL514,ZL514,Intel,Core Ultra 9,SSD,2048,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,14.19 x 9.33 x 0.67 inches,Yes,2024-11-04 16:59:52,https://www.flipkart.com/infinix-zero-book-ultra-ai-pc-intel-core-9-185h-32-gb-1-tb-ssd-windows-11-home-zl514-thin-light-laptop/p/itm78daa40a60633?pid=COMHFYZNN5XBNFDW&lid=LSTCOMHFYZNN5XBNFDWQOAKHL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_560&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMHFYZNN5XBNFDW.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.97,32,13.0,1019.88,18.0
Acer,A325-42,A325-42,AMD,Ryzen 3 Quad Core,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.1,14.2 x 9.97 x 0.76 inches,Yes,2024-11-04 16:59:55,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_561&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdbp3YrP04EBrIVqn-m1kuio_phr_QPy3TJIIU9aumuUnvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.95,8,,359.88,90.0
HP,15s-fy5003TU,15s-fy5003TU,Intel,Core i3,SSD,512,Windows 11 Home,,1920 x 1080 Pixel,4.3,,Yes,2024-11-04 16:59:58,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itmbb21e864fb30c?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_562&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdaWUPUC4MBPQjlzlmfC0KlDmPxbJh9oxDF02GBMfRM3ZQ%3D%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.73,8,,455.88,5515.0
ASUS,S5507QA-MA551WS,S5507QA-MA551WS,Qualcomm,Snapdragon X Plus,SSD,2048,Windows 11 Home,15.6,2880 x 1620 Pixel,4.2,13.88 x 8.93 x 0.63 inches,Yes,2024-11-04 17:00:02,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-copilot-ai-pc-qualcomm-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-s5507qa-ma551ws-thin-light-laptop/p/itm17494469ce92f?pid=COMHFCBZ64HJFXKG&lid=LSTCOMHFCBZ64HJFXKGRNINFT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_563&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMHFCBZ64HJFXKG.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.13,16,,1259.88,
ASUS,VivoBook Ultra 14,M413IA-EK584T,AMD,Ryzen 5 Hexa Core,SSD,512,Windows 10 Home,,1920 x 1080 Pixel,4.4,12.76 x 8.46 x 0.75 inches,Yes,2024-11-04 17:00:07,https://www.flipkart.com/asus-vivobook-ultra-14-amd-ryzen-5-hexa-core-r5-4500u-8-gb-512-gb-ssd-windows-10-home-m413ia-ek584t-thin-light-laptop/p/itm16c07b0a2a3d4?pid=COMFSKF9GJZQMAZF&lid=LSTCOMFSKF9GJZQMAZFEB61DK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_564&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMFSKF9GJZQMAZF.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,,8,,599.88,547.0
Lenovo,15IGL05,15IGL05,Intel,Celeron Dual Core,SSD,256,Windows 11 Home,15.6,1366 x 768 Pixel,4.0,14.26 x 9.98 x 0.78 inches,Yes,2024-11-04 17:00:10,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-celeron-dual-core-n4020-8-gb-256-gb-ssd-windows-11-home-15igl05-thin-light-laptop/p/itm4a1dfc32cc4a9?pid=COMGHNMAMVAGBW35&lid=LSTCOMGHNMAMVAGBW35UIFEJB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_565&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGHNMAMVAGBW35.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.75,8,14.0,327.59,255.0
ASUS,CX1101CMA_ID-GJ0004 / CX1101CMA_ID-GJ0003,CX1101CMA_ID-GJ0004 / GJ0003,Intel,Celeron Dual Core,eMMC,32,Chrome,11.6,1366 x 768 Pixel,3.5,11.48 x 7.91 x 0.08 inches,No,2024-11-04 17:00:14,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4020-4-gb-32-gb-emmc-storage-chrome-os-cx1101cma-id-gj0004-gj0003-laptop/p/itm9a5b0aabdaa44?pid=COMGRT6RSUEZBSWA&lid=LSTCOMGRT6RSUEZBSWA3Y5TLH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_566&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGRT6RSUEZBSWA.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,2.73,4,13.0,185.88,964.0
Lenovo,ThinkBook 16 G6,ThinkBook 16 G6 IRL 5,Intel,Core i3,SSD,512,Windows 11 Home,16.0,1920 x 1200 Pixel,4.3,14.02 x 9.98 x 0.69 inches,Yes,2024-11-04 17:00:17,https://www.flipkart.com/lenovo-thinkbook-16-g6-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-irl-5-thin-light-laptop/p/itmd7e1aca8d63e9?pid=COMGZGWUG25DHHWB&lid=LSTCOMGZGWUG25DHHWBIJL9SN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_567&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdbUGew9DR1FGe41tuU2UjFhz_8cF9HsOQSiLOd1Mkz5NvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.75,8,9.15,455.88,150.0
Acer,A324-51,A324-51,Intel,Core i3,SSD,512,Windows 11 Home,14.0,1920 x 1080 Pixel,3.9,12.67 x 8.13 x 0.76 inches,No,2024-11-04 17:00:21,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itmb1555a1a37c32?pid=COMHY24RZCQ5YRXG&lid=LSTCOMHY24RZCQ5YRXGDONXO7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_568&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdbw-5gYEF67GRt0-w5kFr9ZPL7BNtKocMyH38-n4ALCFQ%3D%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.2,8,,383.88,29.0
Lenovo,16IMH9,16IMH9,Intel,Core Ultra 9,SSD,2048,Windows 11 Home,16.0,2048 x 1280 Pixel,4.3,14.02 x 9.88 x 0.69 inches,Yes,2024-11-04 17:00:24,https://www.flipkart.com/lenovo-ideapad-pro-5-2k-oled-ai-pc-intel-core-ultra-9-185h-32-gb-1-tb-ssd-windows-11-home-6-gb-graphics-16imh9-thin-light-laptop/p/itm58bcf731401ac?pid=COMHY24R22HS6DRF&lid=LSTCOMHY24R22HS6DRFFRTMOG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_569&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMHY24R22HS6DRF.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,4.28,32,,1766.28,94.0
Apple,MacBook Air,MRXN3HN/A,Apple,M3,SSD,256,macOS Sonoma,13.0,2560 x 1664 Pixel,4.6,11.97 x 8.46 x 0.44 inches,Yes,2024-11-04 17:00:27,https://www.flipkart.com/apple-macbook-air-m3-8-gb-256-gb-ssd-macos-sonoma-mrxn3hn-a/p/itm45bd67b7758ad?pid=COMGYP5GK8FRYSPA&lid=LSTCOMGYP5GK8FRYSPAJKPLUO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_570&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGYP5GK8FRYSPA.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,2.73,8,18.0,1295.88,439.0
Acer,A324-51,A324-51,Intel,Core i3,SSD,512,Windows 11 Home,14.0,1920 x 1080 Pixel,4.2,12.67 x 8.13 x 0.76 inches,Yes,2024-11-04 17:00:31,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7452347fa2428?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_571&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdZhezbuNHsFF5tqDD9DY0v0CM47U5jRINhY2hhe4vmUjA%3D%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.2,8,,335.88,2360.0
SAMSUNG,NP750XGJ-KG2IN / NP750XGJ-LG2IN,NP750XGJ-KG2IN / NP750XGJ-LG2IN,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.5,,Yes,2024-11-04 17:00:35,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_572&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdbf201KyWcEue0fW8RKCAOTgWSsc73UnRBEUEbFFzKm1A%3D%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.42,16,,767.88,3084.0
ASUS,E510KA-EJ011WS,E510KA-EJ011WS,Intel,Celeron Dual Core,SSD,512,Windows 11 Home,15.6,1920 X 1080 Pixel,4.2,14.18 x 9.31 x 0.71 inches,Yes,2024-11-04 17:00:38,https://www.flipkart.com/asus-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-e510ka-ej011ws-thin-light-laptop/p/itm65e094a773890?pid=COMGU7TSWCH3HU36&lid=LSTCOMGU7TSWCH3HU36RN4RLP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_573&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGU7TSWCH3HU36.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.46,8,,371.88,
Acer,Aspire Lite,Aspire Lite AL15-51,Intel,Core i3,SSD,512,Windows 11 Home,,1920 × 1080 pixel,4.3,,Yes,2024-11-04 17:00:42,https://www.flipkart.com/acer-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-aspire-lite-al15-51-thin-light-laptop/p/itm9a587ee1a6612?pid=COMGRWJR46SQNSQX&lid=LSTCOMGRWJR46SQNSQXB11GUR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_574&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGRWJR46SQNSQX.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,,8,4.0,358.68,199.0
Infinix,GTBook,GL613,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1200 Pixels,3.9,,Yes,2024-11-04 17:00:45,https://www.flipkart.com/infinix-gt-book-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-80-w-gl613-gaming-laptop/p/itmc9e44d5a9f6c4?pid=COMHYS44JRG3NJ2V&lid=LSTCOMHYS44JRG3NJ2VXWCETL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_575&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMHYS44JRG3NJ2V.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,,16,,695.88,
DELL,Inspiron 3520,Inspiron 3520,Intel,Core i3,SSD,256,Windows 11 Home,15.6,1920 x 1080 Pixel,4.1,,Yes,2024-11-04 17:00:48,https://www.flipkart.com/dell-intel-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-inspiron-3520-thin-light-laptop/p/itmd4ee89e625cdf?pid=COMGHQ3ZMNFBHGUG&lid=LSTCOMGHQ3ZMNFBHGUGOHB8O2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_576&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGHQ3ZMNFBHGUG.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Flipkart,3.64,8,7.0,407.88,28.0
ASUS,S3402ZA-KM501WS,S3402ZA-KM501WS,Intel,Core i5,SSD,512,Windows 11 Home,14.0,2880 x 1800 Pixels,4.4,12.46 x 8.84 x 0.74 inches,Yes,2024-11-04 17:00:52,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itm635eb6df61d1c?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_577&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3Brjt7pQMsJQ8p-kKfkQQ5_za-gR24cMj8STGHW9Vj_vYk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.31,16,,743.88,4489.0
ASUS,S3402ZA-LY522WS,S3402ZA-LY522WS,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1200 Pixel,4.3,,Yes,2024-11-04 17:00:54,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-s3402za-ly522ws-thin-light-laptop/p/itm3158ed9290840?pid=COMGNY4VWHZKRSHT&lid=LSTCOMGNY4VWHZKRSHTLHINGA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_578&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3BrZmF3u38j-XHlAxDlFGMZc9Wy-xiq_iFsaDu41TzXmfYQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.31,8,,755.88,2140.0
ASUS,Vivobook 15X,K3504VAB-NJ541WS,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1080 pixel,3.7,,Yes,2024-11-04 17:00:57,https://www.flipkart.com/asus-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-k3504vab-nj541ws-laptop/p/itma18c452f2836c?pid=COMGZWQQCEJMHVKE&lid=LSTCOMGZWQQCEJMHVKEGCTZWS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_579&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMGZWQQCEJMHVKE.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,,16,,659.88,7.0
Acer,A325-42,A325-42,AMD,Ryzen 3 Quad Core,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.1,14.2 x 9.97 x 0.76 inches,Yes,2024-11-04 17:01:03,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_581&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3BpxKFwELaaPf0alp1b6JyRm_phr_QPy3TJIIU9aumuUnvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.95,8,,359.88,90.0
HP,15s-fy5003TU,15s-fy5003TU,Intel,Core i3,SSD,512,Windows 11 Home,,1920 x 1080 Pixel,4.3,,Yes,2024-11-04 17:01:06,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itmbb21e864fb30c?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_582&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3BqT4HEeyl0QyaNPbL5gP-wBg0AHPgAm671ykPNYtoWv1PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.73,8,,455.88,5515.0
HP,15s-ey1508AU,15s-ey1508AU,AMD,Ryzen 3 Dual Core,SSD,256,Windows 11 Home,,1366 x 768 Pixel,4.2,14.09 x 9.53 x 0.7 inches,Yes,2024-11-04 17:01:09,https://www.flipkart.com/hp-15s-amd-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itm6f077da117c55?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6D71WH8&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_583&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMGFPH2ZWTDZHK6.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.73,8,,325.2,4405.0
Acer,ANV16-41,ANV16-41,AMD,Ryzen 7 Octa Core,SSD,2048,Windows 11 Home,16.0,1920 x 1200 Pixel,4.7,14.26 x 9.44 x 0.93 inches,Yes,2024-11-04 17:01:12,https://www.flipkart.com/acer-amd-ryzen-7-octa-core-8845hs-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-anv16-41-gaming-laptop/p/itm1f3e8d7b3a6f8?pid=COMH28U4R3HMXFYR&lid=LSTCOMH28U4R3HMXFYRYNVTJC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_584&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMH28U4R3HMXFYR.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,4.63,16,,1319.88,3.0
