Laptop_Price,Laptop_Brand,Laptop_Colour,Laptop_Memory_GB,Laptop_Storage_GB,Laptop_Display_Size_in,Laptop_name,Laptop_Graphics,No_Of_Reviews,Rating_5,Processor_Company_Name,Storage_Type,Operating_System,Processor_Model
"$2,399.00",Apple,Black,16,512,16,MacBook Pro,No Graphics,326,4.8,Apple,SSD,Mac OS,M3 Pro chip Built for Apple - MRW23LL/A
"$1,699.00",Apple,Midnight,16,512,15-inch,MacBook Air,No Graphics,309,4.8,Apple,SSD,Mac OS,M3 chip Built for Apple ligence - MXD43LL/A
"$2,099.00",Apple,Black,18,1024,14,MacBook Pro,No Graphics,561,4.8,Apple,SSD,Mac OS,M3 Pro chip Built for Apple - MRX43LL/A
"$2,999.00",Apple,Black,16,1024,16,MacBook Pro,No Graphics,265,4.9,Apple,SSD,Mac OS,M3 Max chip Built for Apple - MRW33LL/A
"$1,299.00",Apple,Midnight,8,512,13-inch,MacBook Air,No Graphics,227,4.9,Apple,SSD,Mac OS,M3 chip Built for Apple ligence - MRXW3LL/A
"$1,499.00",Apple,Gray,8,1024,14,MacBook Pro,No Graphics,145,4.8,Apple,SSD,Mac OS,M3 chip Built for Apple ligence - MTL83LL/A
"$1,099.00",Apple,Midnight,8,256,15,MacBook Air,No Graphics,4354,4.9,Apple,SSD,Mac OS,M2 chip - MQKW3LL/A
$429.00,Lenovo,Grey,8,128,15,Chromebook,No Graphics,13,4.5,No Info,SSD,Windows11,No Info - 82N40045US
"$2,899.00",Apple,Black,16,1024,14,MacBook Pro,No Graphics,204,4.8,Apple,SSD,Mac OS,M3 Max chip Built for Apple - MRX53LL/A
$799.99,Lenovo,Grey,12,512,15.6,LOQ,NVIDIA GeForce RTX 3050,36,4.6,AMD Ryzen,SSD,Windows11, 5 7235HS - 83JC0001US
"$3,499.00",Apple,Black,16,1024,16,MacBook Pro,No Graphics,155,4.9,Apple,SSD,Mac OS,M3 Max chip Built for Apple - MUW63LL/A
$799.99,MSI,Black,16,512,15.6,Cyborg,No Graphics,1,5,Intel,NVMe,Windows11, i7 - Cyborg 15 A13VE-218US
$549.99,Acer,Gray,8,256,14,Chromebook,No Graphics,213,4.5,Intel,SSD,Windows11, Evo Laptop - CP714-2W-56B2
"$1,499.00",Apple,Midnight,8,512,15-inch,MacBook Air,No Graphics,136,4.8,Apple,SSD,Mac OS,M3 chip Built for Apple ligence - MRYV3LL/A
"$1,499.99",Acer,Black,16,1024,16,Predator Helios,NVIDIA GeForce RTX 4060,36,4.2,Intel,SSD,Windows11, Core i9 - PHN16-72-99PA
$548.99,HP,Silver,8,256,14,Chromebook,No Graphics,387,4.6,Intel,SSD,Windows11, Core i3 - 14c-cd0053dx
"$1,249.99",HP,Silver,32,1024,14,Envy,No Graphics,80,4.8,Intel,SSD,Windows11, Core Ultra - 14-fc0033dx
$349.00,Lenovo,Blue,4,64eMMC,12.2,Flex,No Graphics,314,4.6,Intel,eMMC,Windows11, N100 with - 82XH0001US
$499.00,Lenovo,Grey,8,128,14,Flex,No Graphics,284,4.3,Intel,SSD,Windows11, i3 - 83EK0000UX
"$1,199.00",Apple,Midnight,8,512,13.6,MacBook Air,No Graphics,2434,4.9,Apple,SSD,Mac OS,M2 chip - MLY43LL/A
$299.00,ASUS,Silver,4,64eMMC,10.5,Chromebook,No Graphics,36,4.4,MediaTek,eMMC,Windows11, Kompanio 520 - CM3001DM2A-M8186
$499.00,HP,Silver,8,128UFS,15.6,Chromebook,No Graphics,400,4.6,Intel,UFS,Windows11, Core i3 - 15a-nb0033dx
"$1,299.00",Apple,Midnight,8,512,15,MacBook Air,No Graphics,1685,4.9,Apple,SSD,Mac OS,M2 chip - MQKX3LL/A
"$1,599.99",Dell,Nightshade,8,1024,16,No Model,No Graphics,20,4.4,Intel,SSD,Windows11, Core i9 - G7630-9302GRY-PUS
"$1,699.00",Apple,Midnight,16,1024,15,MacBook Air,No Graphics,632,4.9,Apple,SSD,Mac OS,M2 chip - MQTM3LL/A
"$1,699.99",Acer,Black,16,1024,14,Predator Helios,NVIDIA GeForce RTX 4070,3,4.3,Intel,SSD,Windows11, Core i9 - PHN16-72-91P6
$999.99,HP,Silver,16,512,14,Envy,No Graphics,108,4.7,Intel,SSD,Windows11, Core Ultra - 14-fc0013dx
$843.99,ASUS,Gray,16,512,17.3,No Model,NVIDIA GeForce RTX 3050,5,5,Intel,SSD,Windows11, Core i5 - FX707ZC-ES53
$429.00,HP,Blue,4,64eMMC,14,Chromebook,No Graphics,25,4.4,Intel,eMMC,Windows11, Processor N100 - 14b-cd0013dx
"$1,699.99",ASUS,Gray,32,1024,14,Zenbook,No Graphics,33,4,Intel,SSD,Windows11, Core Ultra - UX8406MA-PS99T
$599.99,ASUS,Black,16,1024,14,Vivobook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core 7 - F1605VAP-DS74
$899.99,MSI,Black,16,512,15.6,No Model,No Graphics,36,4.3,Intel,SSD,Windows11, Core i5 - THIN15131451
"$4,559.99",Razer,Black,16,2048,18,Blade,NVIDIA GeForce RTX 4090,7,3.9,Intel,SSD,Windows11, Core i9 - RZ09-05092EP9-R3U1
$599.00,ASUS,Gray,8,128,16,Chromebook,No Graphics,236,4.5,Intel,SSD,Windows11, Core i3 - CX5601FBA-I3128
$699.00,Acer,Gray,8,256,14,Chromebook,No Graphics,22,4.5,Intel,SSD,Windows11, Core Ultra - CP714-1H-54UB
$499.99,ASUS,Black,8,512,16,Vivobook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 7530U - TN3604YA-DS51T
$234.99,HP,Black,4,32eMMC,11.6,Chromebook,No Graphics,7,5,Intel,eMMC,Windows11, Celeron  - 3V2Y2UT#ABA
$799.99,ASUS,Black,16,512,16,Vivobook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 13th Gen - TP3604VA-DS74T
$749.99,Geek,Midnight,8,256,13.6,Geek Squad Certified Refurbished MacBook Air,No Graphics,59,4.4,Apple,SSD,Windows11,M2 chip - GSRF MLY33LL/A
"$3,760.99",ASUS,Black,32,2048,16,ROG Zephyrus,NVIDIA GeForce RTX 4090,6,4,AMD Ryzen,SSD,Windows11, 9 - GX650PY-XS97
"$2,699.99",Alienware,Silver,32,1024,14,No Model,NVIDIA GeForce RTX 4070,2,5,Intel,SSD,Windows11, Core Ultra - AW16R2-9517SLV-PUS
"$1,799.99",ASUS,Gray,32,1024,16,ROG Strix G16,NVIDIA GeForce RTX 4060,21,4.4,Intel,SSD,Windows11, Core i9 - G614JVR-ES96
"$4,049.99",Razer,Black,32,2048,18,Blade,NVIDIA GeForce RTX 4090,2,3,Intel,SSD,Windows11, Core i9 - RZ09-05092EK4-R3U1
$426.99,Samsung,Silver,4,512,12.4,Chromebook,No Graphics,218,4.6,Intel,SSD,Windows11, Celeron - XE520QEA-KB1US
"$1,034.99",ASUS,Gray,16,1024,15,TUF A15,NVIDIA GeForce RTX 4060,0,0 Reviews,AMD Ryzen,SSD,Windows11, 7 7735HS - FA507NV-EH74
$899.99,ASUS,Silver,16,1024,17.3,Vivobook,No Graphics,3,4.7,Intel,SSD,Windows11, Core 13th - K3704VA-DH96-S
"$3,799.99",Alienware,Moon,16,2048,14,m18 165,NVIDIA GeForce RTX 4090,0,0 Reviews,Intel,SSD,Windows11, Core i9 - BBY-3380KFX
"$3,290.99",ASUS,Black,32,1024,16,ROG Zephyrus,NVIDIA GeForce RTX 4080,1,5,AMD Ryzen,SSD,Windows11, 9 - GX650PZ-XS96
$929.99,Apple,Midnight,8,256,15,Geek Squad Certified Refurbished MacBook Air,No Graphics,5,4.2,Apple,SSD,Mac OS,M2 chip - GSRF MQKW3LL/A
"$1,175.99",ASUS,Gray,16,1024,17.3,TUF Gaming A17,NVIDIA GeForce RTX 4050,5,5,AMD Ryzen,SSD,Windows11, 7 7735HS - FA707NU-DS74
$414.99,Apple,Gold,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,111,4.4,Intel,SSD,Mac OS, Core i3 - GSRF MWTL2LL/A
$649.99,Geek,Gray,8,256,13.3,Geek Squad Certified Refurbished MacBook Pro,No Graphics,116,4.4,Apple,SSD,Windows11,M1 chip - GSRF MYD82LL/A
$699.99,Geek,Gray,8,512,13.3,Geek Squad Certified Refurbished MacBook Pro,No Graphics,31,4,Apple,SSD,Windows11,M1 chip - GSRF MYD92LL/A
$429.99,Apple,Silver,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,111,4.4,Intel,SSD,Mac OS, Core i3 - GSRF MWTK2LL/A
$609.99,Geek,Gold,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,207,4.4,Apple,SSD,Windows11,M1 chip - GSRF MGND3LL/A
$909.99,Geek,Gray,8,256,13.3,Geek Squad Certified Refurbished MacBook Pro,No Graphics,8,4.4,Apple,SSD,Windows11,M2 chip - GSRF MNEH3LL/A
$599.99,ASUS,Silver,8,512,15.6,Vivobook,No Graphics,1,4,Intel,SSD,Windows11, Core 5 - F1504VAP-ES51
$649.00,Acer,Black,8,256,16,Chromebook,No Graphics,18,4.6,Intel,SSD,Windows11, Core 5 - CBG516-2H-59S4
$659.99,Geek,Gray,8,512,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,36,3.9,Apple,SSD,Windows11,M1 chip - GSRF MGN73LL/A
$879.99,Geek,Silver,8,256,13.3,Geek Squad Certified Refurbished MacBook Pro,No Graphics,8,4.4,Apple,SSD,Windows11,M2 chip - GSRF MNEP3LL/A
"$1,499.99",HP,Silver,32,1024,14,OmniBook,No Graphics,15,4.8,No Info,SSD,Windows11,No Info - 14-fd0013dx
$429.99,Apple,Gray,8,128,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,84,4.2,Intel,SSD,Mac OS, Core i5 - GSRF MVFH2LL/A
$469.99,Apple,Gray,8,512,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,34,4.1,Intel,SSD,Mac OS, Core i5 - GSRF MVH22LL/A
$439.99,Apple,Gold,8,128,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,84,4.2,Intel,SSD,Mac OS, Core i5 - GSRF MVFM2LL/A
$549.99,Apple,Gray,8,256,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,50,4.1,Intel,SSD,Mac OS, Core i5 - GSRF MXK32LL/A
$469.99,Apple,Gray,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,31,4.2,Intel,SSD,Mac OS, Core i5 - GSRF MVFJ2LL/A
$399.99,Apple,Gray,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,111,4.4,Intel,SSD,Mac OS, Core i3 - GSRF MWTJ2LL/A
$609.99,Geek,Silver,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,207,4.4,Apple,SSD,Windows11,M1 chip - GSRF MGN93LL/A
"$1,689.99",HP,Silver,32,2048,14,OmniBook,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 14-fd0023dx
$579.99,Apple,Gold,8,512,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,34,4.1,Intel,SSD,Mac OS, Core i5 - GSRF MVH52LL/A
$699.99,Geek,Silver,8,512,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,36,3.9,Apple,SSD,Windows11,M1 chip - GSRF MGNA3LL/A
"$1,529.99",Apple,Black,18,512,14,Refurbished,No Graphics,1,5,No Info,SSD,Mac OS,No Info - GSRF MRX33LL/A
"$1,099.99",Apple,Midnight,8,512,15,Geek Squad Certified Refurbished MacBook Air,No Graphics,1,5,Apple,SSD,Mac OS,M2 chip - GSRF MQKX3LL/A
$119.99,HP,Black,4,16,11.6,Chromebook,No Graphics,22,5,No Info,SSD,Windows11,No Info - Chromebook 11A G6
$579.99,Apple,Silver,8,256,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,14,4.7,Intel,SSD,Mac OS, Core i5 - GSRF MV992LL/A
$949.99,Geek,Midnight,8,512,13.6,Geek Squad Certified Refurbished MacBook Air,No Graphics,9,5,Apple,SSD,Windows11,M2 chip - GSRF MLY43LL/A
$899.99,Apple,Gray,16,1024,16,Geek Squad Certified Refurbished MacBook Pro,No Graphics,45,3.9,Intel,SSD,Mac OS, Core i9 - GSRF MVVK2LL/A
$819.99,Geek,Silver,8,256,13.6,Geek Squad Certified Refurbished MacBook Air,No Graphics,59,4.4,Apple,SSD,Windows11,M2 chip - GSRF MLXY3LL/A
$489.99,Apple,Gray,8,128,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,56,4.1,Intel,SSD,Mac OS, Core i5 - GSRF MUHN2LL/A
$429.99,Apple,Gray,8,128,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,58,4.3,Intel,Flash Storage,Mac OS, Core i5 - GSRF MRE82LL/A
$899.99,Geek,Gray,8,512,13.6,Geek Squad Certified Refurbished MacBook Air,No Graphics,9,5,Apple,SSD,Windows11,M2 chip - GSRF MLXX3LL/A
$391.99,Acer,Black,4,32eMMC,11.6,Chromebook,No Graphics,0,0 Reviews,Intel,eMMC,Windows11, Celeron with - NX.AYSAA.001
$539.99,Apple,Gold,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,31,4.2,Intel,SSD,Mac OS, Core i5 - GSRF MVFN2LL/A
"$1,079.99",Geek,Gray,8,512,13.3,Geek Squad Certified Refurbished MacBook Pro,No Graphics,4,4.8,Apple,SSD,Windows11,M2 chip - GSRF MNEJ3LL/A
$699.99,Apple,Gray,16,512,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,56,4.4,Intel,SSD,Mac OS, Core i5 - GSRF MWP42LL/A
"$3,929.99",MSI,Gray,16,2048,16,Creator 16,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - C1614074
"$1,222.99",ASUS,Gray,16,512,16,No Model,NVIDIA GeForce RTX 4060,1,4,Intel,SSD,Windows11, Core i7 - FX607JV-ES73
"$3,499.99",MSI,Grey,16,1024,17,Raider,No Graphics,2,5,Intel,NVMe,Windows11, i9 - Raider GE78HX 13VI-086US
$689.99,Apple,Silver,16,512,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,56,4.4,Intel,SSD,Mac OS, Core i5 - GSRF MWP72LL/A
"$1,410.99",ASUS,Gray,16,1024,17.3,TUF Gaming A17,NVIDIA GeForce RTX 4060,4,5,AMD Ryzen,SSD,Windows11, 7 7735HS - FA707NV-ES74
"$3,594.99",Razer,Black,32,1024,18,Blade,NVIDIA GeForce RTX 4080,2,5,Intel,SSD,Windows11, Core i9 - RZ09-0509TEK3-R3U1
$809.99,Apple,Gray,16,512,16,Geek Squad Certified Refurbished MacBook Pro,No Graphics,75,4.1,Intel,SSD,Mac OS, Core i7 - GSRF MVVJ2LL/A
"$2,159.99",Apple,Black,16,512,16,Refurbished,No Graphics,1,1,No Info,SSD,Mac OS,No Info - GSRF MRW23LL/A
"$2,799.99",MSI,Gray,32,1024,16,CreatorPro,No Graphics,1,5,Intel,SSD,Windows11, Core Ultra - CPRO1614090
"$4,999.99",MSI,Gray,16,2048,16,CreatorPro,No Graphics,1,5,Intel,SSD,Windows11, Core Ultra - CPRO1614076
"$2,299.99",ASUS,Gray,32,1024,16,ROG Zephyrus,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - GA605WI-XB96
$479.99,Apple,Silver,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,31,4.2,Intel,SSD,Mac OS, Core i5 - GSRF MVFL2LL/A
"$2,899.99",MSI,Gray,32,1024,16,Creator 16,No Graphics,2,4,Intel,SSD,Windows11, Core Ultra - C1614073
"$1,099.99",ASUS,Silver,16,1024,15.6,Vivobook,No Graphics,1,5,Snapdragon,SSD,Windows11, X Elite - S5507QAD-PS96
$499.99,Apple,Gray,8,256,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,34,4,Intel,SSD,Mac OS, Core i5 - GSRF MR9Q2LL/A
$663.99,ASUS,Silver,8,128,14,Chromebook,No Graphics,1,4,Intel,SSD,Windows11, Core Ultra - CX5403CMA-DB588
$839.99,Geek,Starlight,8,256,13.6,Geek Squad Certified Refurbished MacBook Air,No Graphics,59,4.4,Apple,SSD,Windows11,M2 chip - GSRF MLY13LL/A
$429.99,Apple,Gray,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,30,3.9,Intel,Flash Storage,Mac OS, Core i5 - GSRF MRE92LL/A
$499.99,ASUS,Black,8,512,14,Vivobook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core 5 - F1605VAP-DS52
$159.99,Lenovo,Grey,4,64eMMC,15.6,Refurbished,No Graphics,24,4.3,No Info,eMMC,Windows11,No Info - 82N4002HUS
"$3,681.99",ASUS,Black,32,2048,17.3,No Model,NVIDIA GeForce RTX 4090,4,4.8,AMD Ryzen,SSD,Windows11, 9 - G733PYV-XH97
$989.99,Apple,Gray,8,256,15,Geek Squad Certified Refurbished MacBook Air,No Graphics,5,4.2,Apple,SSD,Mac OS,M2 chip - GSRF MQKP3LL/A
"$3,499.99",MSI,Black,16,512,16,Raider,NVIDIA GeForce RTX 4090,2,5,Intel,SSD,Windows11, Core i9 - RAIDERGE6813202
$619.99,Apple,Silver,8,512,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,34,4.1,Intel,SSD,Mac OS, Core i5 - GSRF MVH42LL/A
"$4,099.99",MSI,Blue,16,512,16,Stealth,No Graphics,1,4,Intel,SSD,Windows11, Core Ultra - STEALTH16A1026
$749.99,Apple,Silver,16,512,15.4,Geek Squad Certified Refurbished MacBook Pro,No Graphics,12,3.4,Intel,SSD,Mac OS, Core i9 - GSRF MV912LL/A
"$2,699.99",ASUS,Black,32,1024,14,Zenbook,NVIDIA GeForce RTX 4070,2,4.5,Intel,SSD,Windows11, Core i9 - UX7602VI-DH99T
"$2,099.00",Apple,Gray,24,1024,13.3,MacBook Pro,No Graphics,255,4.8,Apple,SSD,Mac OS,M2 chip - MNEW3LL/A
$259.99,Apple,Silver,8,128,13.3,MacBook Air,No Graphics,146,4,Intel,SSD,Mac OS, Core i5 - MQD32LL/A Silver
"$2,099.99",ASUS,White,32,1024,16,ROG Zephyrus,No Graphics,1,3,No Info,SSD,Windows11,No Info - GA605WV-XB96
"$1,649.99",ASUS,Off-Black,16,1024,13.4,ROG Flow,NVIDIA GeForce RTX 4060,9,4.1,AMD Ryzen,SSD,Windows11, 9 7940HS - GV302XV-CH94
$269.99,HP,Silver,4,64eMMC,14,Chromebook,No Graphics,795,4.6,Intel,eMMC,Windows11, Celeron  - 14b-cb0033dx
$189.99,HP,Silver,8,512,14,Chromebook,No Graphics,9,3.9,Intel,SSD,Windows11, 10th Gen - PROC640
$499.99,Acer,Gray,8,128,14,Chromebook,No Graphics,12,4.2,Intel,SSD,Windows11, Core i3 - CBV514-1H-38VS
$599.99,Dell,Gray,4,64eMMC,14,Latitude 3000,No Graphics,0,0 Reviews,AMD Ryzen,eMMC,Windows11, 3 - 4R2G7
$729.99,Apple,Gray,16,512,15,Refurbished,No Graphics,15,3.2,Intel,SSD,Mac OS, Core i7 - GSRF MR942LL/A
"$1,799.99",Apple,Black,18,512,16,Refurbished,No Graphics,0,0 Reviews,No Info,SSD,Mac OS,No Info - GSRF MRW13LL/A
$649.99,Apple,Storage,8,512,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,15,3.9,Intel,Flash Storage,Mac OS, Core i5 - GSRF MPXY2LL/A
"$1,199.99",ASUS,Gray,16,1024,14,No Model,NVIDIA GeForce RTX 4050,5,2.6,AMD Ryzen,SSD,Windows11, 7 7735HS - FA507NU-DS74
$949.99,Apple,Starlight,8,256,15,Geek Squad Certified Refurbished MacBook Air,No Graphics,5,4.2,Apple,SSD,Mac OS,M2 chip - GSRF MQKU3LL/A
"$1,099.99",Apple,Silver,8,512,15,Geek Squad Certified Refurbished MacBook Air,No Graphics,1,5,Apple,SSD,Mac OS,M2 chip - GSRF MQKT3LL/A
"$1,099.99",Apple,Starlight,8,512,15,Geek Squad Certified Refurbished MacBook Air,No Graphics,1,5,Apple,SSD,Mac OS,M2 chip - GSRF MQKV3LL/A
$499.99,Apple,Silver,8,256,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,21,4.1,Intel,Flash Storage,Mac OS, Core i5 - GSRF MPXX2LL/A
$399.99,Apple,Storage,8,256,12,Geek Squad Certified Refurbished Macbook®,No Graphics,5,3.2,Intel,Flash Storage,Mac OS, Core M3 - GSRF MNYM2LL/A
"$1,079.99",Apple,Gray,8,512,15,Geek Squad Certified Refurbished MacBook Air,No Graphics,1,5,Apple,SSD,Mac OS,M2 chip - GSRF MQKQ3LL/A
$299.99,Apple,Silver,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,31,3.7,Intel,Flash Storage,Mac OS, Core i5 - GSRF MQD42LL/A
$969.99,Geek,Starlight,8,512,13.6,Geek Squad Certified Refurbished MacBook Air,No Graphics,9,5,Apple,SSD,Windows11,M2 chip - GSRF MLY23LL/A
"$1,899.99",ASUS,White,16,512,16,ROG Zephyrus,No Graphics,3,1.7,No Info,SSD,Windows11,No Info - GA605WV-G16.R94060
"$1,799.99",Acer,Silver,16,512,16,Predator Triton,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - NHQK9AA003
$549.99,Apple,Silver,8,256,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,34,4,Intel,SSD,Mac OS, Core i5 - GSRF MR9U2LL/A
"$1,799.99",Geek,Silver,16,512,16,Geek Squad Certified Refurbished MacBook Pro,No Graphics,15,4.5,Apple,SSD,Windows11,Apple M1 Pro chip - GSRF MK1E3LL/A
$999.99,Apple,Silver,16,1024,16,Geek Squad Certified Refurbished MacBook Pro,No Graphics,45,3.9,Intel,SSD,Mac OS, Core i9 - GSRF MVVM2LL/A
$989.99,Geek,Silver,16,512,14,Geek Squad Certified Refurbished MacBook Pro,No Graphics,75,4.2,Apple,SSD,Windows11,Apple M1 Pro chip - GSRF MKGR3LL/A
$579.99,Apple,Gray,8,512,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,20,3.9,Intel,SSD,Mac OS, Core i5 - GSRF MXK52LL/A
$449.99,Apple,Silver,8,256,13.3,Geek Squad Certified Refurbished MacBook Air,No Graphics,30,3.9,Intel,Flash Storage,Mac OS, Core i5 - GSRF MREC2LL/A
$699.99,Acer,Silver,8,128eMMC,14.0,Chromebook,No Graphics,1,4,AMD Ryzen,eMMC,Windows11, 5 5625C - CP514-3HH-R6VK
"$3,099.99",MSI,Gray,16,1024,16,Creator 16,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - C1614072
$599.99,Apple,Silver,8,256,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,50,4.1,Intel,SSD,Mac OS, Core i5 - GSRF MXK62LL/A
$549.99,Apple,Gray,8,512,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,15,4.1,Intel,SSD,Mac OS, Core i5 - GSRF MR9R2LL/A
"$1,029.99",Geek,Gray,16,512,16,Geek Squad Certified Refurbished MacBook Pro,No Graphics,15,4.5,Apple,SSD,Windows11,Apple M1 Pro chip - GSRF MK183LL/A
"$2,999.99",MSI,Black,32,1024,17.3,Stealth,NVIDIA GeForce RTX 3080,4,2.8,Intel,SSD,Windows11, Core i7 - STEALTH7712083
$649.99,Microsoft,Platinum,8,256,13.5,GSRF Surface,No Graphics,1,1,Intel,SSD,Windows11, Evo Platform - GSRF QZI-00001
$859.99,Apple,Gray,16,1024,13,Geek Squad Certified Refurbished MacBook Pro,No Graphics,6,3.7,Intel,SSD,Mac OS, Core i5 - GSRF MWP52LL/A
"$1,029.99",Dell,Gray,16,256,14,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 9XXJ2
"$1,999.99",MSI,Black,32,1024,16,Stealth,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, AI 9-365 with - STEALTHA16A3X002
"$1,889.99",Apple,Black,18,1024,14,Refurbished,No Graphics,0,0 Reviews,No Info,SSD,Mac OS,No Info - GSRF MRX43LL/A
"$1,529.99",Apple,Silver,16,512,14,Geek Squad Certified Refurbished MacBook Pro,No Graphics,0,0 Reviews,Apple,SSD,Mac OS,M2 Pro - GSRF MPHH3LL/A
$999.99,MSI,Silver,32,1024,14,Prestige,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - PRE14H12603
$989.99,Apple,Silver,8,256,15,Geek Squad Certified Refurbished MacBook Air,No Graphics,5,4.2,Apple,SSD,Mac OS,M2 chip - GSRF MQKR3LL/A
$349.99,Acer,Silver,4,64eMMC,15.6,Chromebook,No Graphics,0,0 Reviews,Intel,eMMC,Windows11, with 4GB - NXKRNAA001
"$4,421.99",Razer,Mercury,32,2048,18,Blade,NVIDIA GeForce RTX 4090,0,0 Reviews,Intel,SSD,Windows11, Core i9 - RZ09-05092EM4-R3U1
"$2,078.99",Geek,Silver,32,1024,16,Geek Squad Certified Refurbished MacBook Pro,No Graphics,1,1,Apple,SSD,Windows11,Apple M1 Max chip - GSRF MK1H3LL/A
"$3,011.99",Razer,Black,32,1024,18,Blade,NVIDIA GeForce RTX 4070,0,0 Reviews,Intel,SSD,Windows11, Core i9 - RZ09-0509SEK3-R3U1
$329.99,Apple,Silver,8,256,13,MacBook Air,No Graphics,33,4,Intel,SSD,Mac OS, Core i5 - MQD42LL/A
$249.00,Lenovo,Grey,4,64eMMC,15.6,Chromebook,No Graphics,0,0 Reviews,Intel,eMMC,Windows11, Celeron  - 82N4004NUS
"$1,124.99",Geek,Silver,8,512,13.6,Geek Squad Certified Refurbished MacBook Air,No Graphics,9,5,Apple,SSD,Windows11,M2 chip - GSRF MLY03LL/A
"$1,399.99",ASUS,Gray,32,1024,13.3,Zenbook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - UX5304MA-XS76
"$2,078.99",Geek,Gray,32,1024,16,Geek Squad Certified Refurbished MacBook Pro,No Graphics,1,1,Apple,SSD,Windows11,Apple M1 Max chip - GSRF MK1A3LL/A
"$3,299.99",MSI,Blue,16,512,16,Stealth,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - STEALTH16A1027
$749.99,Geek,Silver,8,512,13.3,Geek Squad Certified Refurbished MacBook Pro,No Graphics,4,4,Apple,SSD,Windows11,M1 chip - GSRF MYDC2LL/A
"$1,169.99",Geek,Silver,8,512,13.3,Geek Squad Certified Refurbished MacBook Pro,No Graphics,4,4.8,Apple,SSD,Windows11,M2 chip - GSRF MNEQ3LL/A
"$2,239.99",MSI,Gray,32,512,17,Vector,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 14th Gen - VECTOR17A1219
$789.99,Apple,Gray,16,512,16,MacBook Pro,No Graphics,92,4.2,Intel,SSD,Mac OS, Core i7 - MVVJ2LL/A
"$2,099.99",MSI,Gray,32,512,16,Vector,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 14th Gen - VECTOR16HX14254
$679.99,Geek,Silver,8,256,13.3,Geek Squad Certified Refurbished MacBook Pro,No Graphics,116,4.4,Apple,SSD,Windows11,M1 chip - GSRF MYDA2LL/A
"$2,069.99",Apple,Gray,16,512,16,Geek Squad Certified Refurbished MacBook Pro,No Graphics,3,5,Apple,SSD,Mac OS,M2 Pro - GSRF MNW83LL/A
"$1,529.99",Apple,Silver,18,512,14,Refurbished,No Graphics,1,3,No Info,SSD,Mac OS,No Info - GSRF MRX63LL/A
$999.99,MSI,White,16,512,13.3,Prestige,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - PRE13EVO12070
